'name', 'SEASON_ID', 'Player_ID', 'Game_ID', 'GAME_DATE', 'MATCHUP', 'WL', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'PLUS_MINUS', 'VIDEO_AVAILABLE'
Lebron james,22023,2544,0022300359,"DEC 18, 2023",LAL vs. NYK,L,39,10,23,0.435,2,8,0.25,3,4,0.75,1,10,11,11,1,0,2,1,25,-13,1
Lebron james,22023,2544,0022300331,"DEC 15, 2023",LAL @ SAS,L,36,7,17,0.412,2,6,0.333,7,10,0.7,2,5,7,14,2,0,2,1,23,-28,1
Lebron james,22023,2544,0022300306,"DEC 12, 2023",LAL @ DAL,L,40,14,27,0.519,3,8,0.375,2,3,0.667,2,6,8,9,3,1,4,1,33,-4,1
Lebron james,22023,2544,0022301230,"DEC 07, 2023",LAL vs. NOP,W,23,9,12,0.75,4,4,1.0,8,8,1.0,0,5,5,8,0,0,0,1,30,36,1
Lebron james,22023,2544,0022301203,"DEC 05, 2023",LAL vs. PHX,W,40,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,31,12,1
Lebron james,22023,2544,0022300291,"DEC 02, 2023",LAL vs. HOU,W,35,7,17,0.412,0,4,0.0,2,5,0.4,0,4,4,7,1,1,5,0,16,16,1
Lebron james,22023,2544,0022300271,"NOV 30, 2023",LAL @ OKC,L,35,7,12,0.583,4,8,0.5,3,4,0.75,2,10,12,6,1,1,5,1,21,-18,1
Lebron james,22023,2544,0022300258,"NOV 29, 2023",LAL @ DET,W,29,9,19,0.474,2,6,0.333,5,5,1.0,2,6,8,3,0,0,1,0,25,26,1
Lebron james,22023,2544,0022300255,"NOV 27, 2023",LAL @ PHI,L,30,8,12,0.667,1,1,1.0,1,2,0.5,0,0,0,5,1,1,1,0,18,-30,1
Lebron james,22023,2544,0022300242,"NOV 25, 2023",LAL @ CLE,W,36,8,23,0.348,1,9,0.111,5,7,0.714,1,5,6,6,2,2,4,1,22,2,1
Lebron james,22023,2544,0022300238,"NOV 22, 2023",LAL vs. DAL,L,36,9,19,0.474,4,9,0.444,4,7,0.571,2,7,9,7,0,0,3,0,26,7,1
Lebron james,22023,2544,0022300042,"NOV 21, 2023",LAL vs. UTA,W,24,6,10,0.6,3,5,0.6,2,2,1.0,1,6,7,9,0,0,2,0,17,14,1
Lebron james,22023,2544,0022300216,"NOV 19, 2023",LAL vs. HOU,W,40,14,19,0.737,2,5,0.4,7,9,0.778,1,5,6,8,3,0,2,0,37,2,1
Lebron james,22023,2544,0022300036,"NOV 17, 2023",LAL @ POR,W,35,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,35,19,1
Lebron james,22023,2544,0022300198,"NOV 15, 2023",LAL vs. SAC,L,35,9,15,0.6,3,7,0.429,7,8,0.875,2,8,10,12,4,1,6,1,28,0,1
Lebron james,22023,2544,0022300026,"NOV 14, 2023",LAL vs. MEM,W,23,6,11,0.545,3,6,0.5,1,2,0.5,0,9,9,6,1,0,4,1,16,15,1
Lebron james,22023,2544,0022300015,"NOV 10, 2023",LAL @ PHX,W,36,11,17,0.647,3,4,0.75,7,11,0.636,1,10,11,6,1,1,4,1,32,2,1
Lebron james,22023,2544,0022300163,"NOV 08, 2023",LAL @ HOU,L,27,7,13,0.538,0,2,0.0,4,5,0.8,1,5,6,2,0,0,3,1,18,-24,1
Lebron james,22023,2544,0022300150,"NOV 06, 2023",LAL @ MIA,L,37,13,23,0.565,0,4,0.0,4,4,1.0,0,4,4,3,1,3,5,4,30,6,1
Lebron james,22023,2544,0022300134,"NOV 04, 2023",LAL @ ORL,L,35,8,15,0.533,2,5,0.4,6,7,0.857,1,8,9,5,3,0,3,1,24,12,1
Lebron james,22023,2544,0022300127,"NOV 01, 2023",LAL vs. LAC,W,42,13,19,0.684,4,8,0.5,5,10,0.5,0,12,12,7,1,2,4,3,35,6,1
Lebron james,22023,2544,0022300111,"OCT 30, 2023",LAL vs. ORL,W,33,7,17,0.412,2,6,0.333,3,4,0.75,0,3,3,4,3,1,5,0,19,5,1
Lebron james,22023,2544,0022300100,"OCT 29, 2023",LAL @ SAC,L,39,11,19,0.579,3,8,0.375,2,6,0.333,0,15,15,8,0,0,8,2,27,-5,1
Lebron james,22023,2544,0022300076,"OCT 26, 2023",LAL vs. PHX,W,35,7,14,0.5,1,5,0.2,6,8,0.75,1,7,8,9,2,2,5,1,21,22,1
Lebron james,22023,2544,0022300061,"OCT 24, 2023",LAL @ DEN,L,29,10,16,0.625,1,4,0.25,0,1,0.0,1,7,8,5,1,0,0,1,21,7,1
Lebron james,22022,2544,0022201228,"APR 09, 2023",LAL vs. UTA,W,33,13,25,0.52,8,14,0.571,2,2,1.0,1,5,6,6,1,1,2,0,36,20,1
Lebron james,22022,2544,0022201212,"APR 07, 2023",LAL vs. PHX,W,29,6,19,0.316,3,7,0.429,1,2,0.5,0,6,6,6,0,0,5,1,16,11,1
Lebron james,22022,2544,0022201196,"APR 05, 2023",LAL @ LAC,L,35,13,20,0.65,4,6,0.667,3,5,0.6,0,8,8,7,1,1,6,0,33,-10,1
Lebron james,22022,2544,0022201186,"APR 04, 2023",LAL @ UTA,W,38,14,27,0.519,3,10,0.3,6,6,1.0,0,5,5,6,1,1,5,2,37,-7,1
Lebron james,22022,2544,0022201171,"APR 02, 2023",LAL @ HOU,W,29,8,18,0.444,1,7,0.143,1,1,1.0,2,8,10,11,0,1,1,1,18,23,1
Lebron james,22022,2544,0022201157,"MAR 31, 2023",LAL @ MIN,W,32,7,19,0.368,1,3,0.333,3,4,0.75,1,9,10,6,1,2,3,1,18,3,1
Lebron james,22022,2544,0022201140,"MAR 29, 2023",LAL @ CHI,W,31,10,19,0.526,1,3,0.333,4,4,1.0,3,5,8,4,2,0,4,2,25,23,1
Lebron james,22022,2544,0022201114,"MAR 26, 2023",LAL vs. CHI,L,30,6,11,0.545,0,2,0.0,7,8,0.875,1,7,8,3,0,0,5,2,19,4,1
Lebron james,22022,2544,0022200913,"FEB 26, 2023",LAL @ DAL,W,37,10,23,0.435,1,6,0.167,5,7,0.714,3,5,8,3,1,1,3,4,26,0,1
Lebron james,22022,2544,0022200893,"FEB 23, 2023",LAL vs. GSW,W,26,5,20,0.25,2,6,0.333,1,2,0.5,3,6,9,8,0,0,2,2,13,22,1
Lebron james,22022,2544,0022200882,"FEB 15, 2023",LAL vs. NOP,W,29,7,14,0.5,0,5,0.0,7,10,0.7,0,6,6,6,0,1,4,1,21,14,1
Lebron james,22022,2544,0022200821,"FEB 07, 2023",LAL vs. OKC,L,34,13,20,0.65,4,6,0.667,8,10,0.8,0,7,7,3,3,0,4,3,38,8,1
Lebron james,22022,2544,0022200798,"FEB 04, 2023",LAL @ NOP,L,40,10,22,0.455,1,7,0.143,6,9,0.667,0,9,9,6,0,0,2,2,27,-5,1
Lebron james,22022,2544,0022200778,"FEB 02, 2023",LAL @ IND,W,33,11,19,0.579,2,5,0.4,2,2,1.0,2,5,7,7,0,0,3,1,26,-4,1
Lebron james,22022,2544,0022200765,"JAN 31, 2023",LAL @ NYK,W,43,11,25,0.44,2,8,0.25,4,7,0.571,1,9,10,11,1,0,5,2,28,22,1
Lebron james,22022,2544,0022200749,"JAN 28, 2023",LAL @ BOS,L,44,15,30,0.5,6,12,0.5,5,6,0.833,1,8,9,8,0,0,2,2,41,2,1
Lebron james,22022,2544,0022200729,"JAN 25, 2023",LAL vs. SAS,W,35,8,20,0.4,1,6,0.167,3,4,0.75,1,8,9,11,0,0,6,0,20,2,1
Lebron james,22022,2544,0022200719,"JAN 24, 2023",LAL vs. LAC,L,33,16,29,0.552,9,14,0.643,5,5,1.0,1,7,8,7,2,1,0,0,46,-14,1
Lebron james,22022,2544,0022200705,"JAN 22, 2023",LAL @ POR,W,36,14,24,0.583,2,7,0.286,7,10,0.7,0,11,11,4,0,2,4,2,37,17,1
Lebron james,22022,2544,0022200690,"JAN 20, 2023",LAL vs. MEM,W,37,8,21,0.381,1,5,0.2,6,7,0.857,2,7,9,6,2,2,3,4,23,9,1
Lebron james,22022,2544,0022200677,"JAN 18, 2023",LAL vs. SAC,L,37,11,25,0.44,2,9,0.222,8,9,0.889,0,8,8,9,1,1,1,0,32,-16,1
Lebron james,22022,2544,0022200664,"JAN 16, 2023",LAL vs. HOU,W,36,16,26,0.615,5,10,0.5,11,12,0.917,1,7,8,9,0,0,0,1,48,19,1
Lebron james,22022,2544,0022200655,"JAN 15, 2023",LAL vs. PHI,L,35,15,23,0.652,1,5,0.2,4,5,0.8,0,8,8,10,1,1,3,1,35,19,1
Lebron james,22022,2544,0022200630,"JAN 12, 2023",LAL vs. DAL,L,47,9,28,0.321,0,7,0.0,6,10,0.6,6,10,16,9,2,0,3,0,24,-3,1
Lebron james,22022,2544,0022200595,"JAN 07, 2023",LAL @ SAC,W,38,14,28,0.5,1,6,0.167,8,9,0.889,1,7,8,7,1,0,4,2,37,15,1
Lebron james,22022,2544,0022200590,"JAN 06, 2023",LAL vs. ATL,W,33,10,19,0.526,1,5,0.2,4,6,0.667,0,7,7,10,0,0,5,0,25,12,1
Lebron james,22022,2544,0022200551,"JAN 02, 2023",LAL @ CHA,W,40,16,26,0.615,0,5,0.0,11,15,0.733,0,11,11,6,1,0,3,1,43,9,1
Lebron james,22022,2544,0022200530,"DEC 30, 2022",LAL @ ATL,W,40,18,27,0.667,4,6,0.667,7,9,0.778,2,8,10,9,0,1,5,0,47,12,1
Lebron james,22022,2544,0022200518,"DEC 28, 2022",LAL @ MIA,L,33,10,18,0.556,2,5,0.4,5,5,1.0,0,9,9,6,0,0,6,4,27,-4,1
Lebron james,22022,2544,0022200505,"DEC 27, 2022",LAL @ ORL,W,31,12,24,0.5,0,7,0.0,4,5,0.8,2,5,7,5,1,1,4,1,28,8,1
Lebron james,22022,2544,0022200494,"DEC 25, 2022",LAL @ DAL,L,34,13,23,0.565,0,4,0.0,12,12,1.0,0,6,6,5,0,0,2,2,38,2,1
Lebron james,22022,2544,0022200492,"DEC 23, 2022",LAL vs. CHA,L,34,15,23,0.652,4,8,0.5,0,2,0.0,0,2,2,8,1,0,3,2,34,-6,1
Lebron james,22022,2544,0022200475,"DEC 21, 2022",LAL @ SAC,L,34,11,21,0.524,0,4,0.0,9,10,0.9,0,6,6,11,0,2,2,0,31,-4,1
Lebron james,22022,2544,0022200451,"DEC 18, 2022",LAL vs. WAS,W,37,13,24,0.542,1,4,0.25,6,8,0.75,1,6,7,9,0,1,0,0,33,10,1
Lebron james,22022,2544,0022200437,"DEC 16, 2022",LAL vs. DEN,W,36,13,21,0.619,1,4,0.25,3,4,0.75,1,8,9,4,2,0,2,2,30,26,1
Lebron james,22022,2544,0022200413,"DEC 13, 2022",LAL vs. BOS,L,43,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,9,2,1,4,4,33,10,1
Lebron james,22022,2544,0022200396,"DEC 11, 2022",LAL @ DET,W,37,14,24,0.583,2,6,0.333,5,5,1.0,1,4,5,5,1,0,1,1,35,18,1
Lebron james,22022,2544,0022200382,"DEC 09, 2022",LAL @ PHI,L,44,9,22,0.409,1,8,0.125,4,8,0.5,1,3,4,6,2,0,3,3,23,-10,1
Lebron james,22022,2544,0022200360,"DEC 06, 2022",LAL @ CLE,L,36,8,17,0.471,2,6,0.333,3,4,0.75,4,13,17,4,1,1,3,0,21,-14,1
Lebron james,22022,2544,0022200349,"DEC 04, 2022",LAL @ WAS,W,34,12,26,0.462,2,7,0.286,3,4,0.75,1,7,8,6,1,0,5,3,29,13,1
Lebron james,22022,2544,0022200331,"DEC 02, 2022",LAL @ MIL,W,37,12,27,0.444,3,6,0.5,1,2,0.5,1,7,8,11,2,0,0,2,28,6,1
Lebron james,22022,2544,0022200324,"NOV 30, 2022",LAL vs. POR,W,33,12,18,0.667,6,8,0.75,1,3,0.333,2,5,7,8,0,1,2,1,31,8,1
Lebron james,22022,2544,0022200308,"NOV 28, 2022",LAL vs. IND,L,36,8,22,0.364,3,10,0.3,2,3,0.667,1,6,7,3,1,0,1,1,21,-7,1
Lebron james,22022,2544,0022200288,"NOV 26, 2022",LAL @ SAS,W,35,11,21,0.524,7,12,0.583,10,10,1.0,0,11,11,3,1,1,4,3,39,-3,1
Lebron james,22022,2544,0022200282,"NOV 25, 2022",LAL @ SAS,W,33,8,17,0.471,1,4,0.25,4,4,1.0,0,8,8,5,3,1,9,2,21,16,1
Lebron james,22022,2544,0022200170,"NOV 09, 2022",LAL @ LAC,L,32,12,22,0.545,4,9,0.444,2,4,0.5,1,7,8,5,2,0,3,2,30,-17,1
Lebron james,22022,2544,0022200140,"NOV 06, 2022",LAL vs. CLE,L,34,13,23,0.565,1,4,0.25,0,3,0.0,2,5,7,4,0,0,1,0,27,-8,1
Lebron james,22022,2544,0022200131,"NOV 04, 2022",LAL vs. UTA,L,34,7,19,0.368,0,5,0.0,3,5,0.6,2,8,10,8,0,1,3,3,17,-11,1
Lebron james,22022,2544,0022200117,"NOV 02, 2022",LAL vs. NOP,W,40,9,23,0.391,0,7,0.0,2,4,0.5,0,10,10,8,0,2,2,3,20,5,1
Lebron james,22022,2544,0022200095,"OCT 30, 2022",LAL vs. DEN,W,35,10,22,0.455,2,5,0.4,4,5,0.8,0,6,6,8,1,0,3,1,26,-1,1
Lebron james,22022,2544,0022200076,"OCT 28, 2022",LAL @ MIN,L,37,10,24,0.417,1,6,0.167,7,8,0.875,3,4,7,5,4,0,3,2,28,-13,1
Lebron james,22022,2544,0022200064,"OCT 26, 2022",LAL @ DEN,L,35,8,21,0.381,2,8,0.25,1,2,0.5,2,5,7,9,1,0,8,1,19,-7,1
Lebron james,22022,2544,0022200037,"OCT 23, 2022",LAL vs. POR,L,38,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,8,2,2,4,3,31,2,1
